link,text,date,No_of_Likes,No_of_Retweets
https://twitter.com/bbcpress/status/1785599122981953939#m,"📢 @thebodycoach will deliver mood-boosting workouts as part of the BBC Mental Wellbeing season with content across the BBC  A key theme of the season is a focus on physical activity and movement, and how it can help with your mental health   More info ➡️https://bbc.in/4aZnSvS","May 1, 2024 · 9:16 AM UTC",38,16
https://twitter.com/bbcpress/status/1785578535467282595#m,"🕵️ Rebus arrives Friday 17 May  Take a sneak peek at pictures from the new crime series, based on the best-selling novels by Ian Rankin 📺 Arriving 17 May on @BBCiPlayer and @BBCScotland, and 18 May on @BBCOne  More 📸➡️ bbc.co.uk/mediacentre/2024/r…","May 1, 2024 · 7:54 AM UTC",263,75
https://twitter.com/bbcpress/status/1785213085432603062#m,"🎬 “It still gives me real joy when I hear people say, ‘I didn't know Martin was a Scouser’”  Martin Freeman and the cast and creatives of The Responder discuss making a second series, coming soon to @BBCOne and @BBCiPlayer  Read more ➡️ bbc.co.uk/mediacentre/mediap…","Apr 30, 2024 · 7:42 AM UTC",171,54
https://twitter.com/bbcpress/status/1783026333431275575#m,🚨 It's OFFICIAL! @BBCRadio2’s Radio 2 in the Park is coming to Preston on Saturday 7 and Sunday 8 September 2024  More info ➡️ bbc.co.uk/mediacentre/2024/r…,"Apr 24, 2024 · 6:52 AM UTC",132,35
https://twitter.com/bbcpress/status/1782850263230914678#m,"📢 Olly Alexander is coming to Walford!  Ahead of his performance at the Eurovision song contest, Olly is set to make a surprise visit to #EastEnders' Albert Square...  Read more ➡️ bbc.co.uk/mediacentre/2024/o…","Apr 23, 2024 · 7:13 PM UTC",288,61
https://twitter.com/BBC/status/1782409456904519800#m,"Babe, wake up, new #AGGGTM content just dropped!   #AGoodGirlsGuidetoMurder #iPlayer #AGGGTMSeries","Apr 22, 2024 · 2:01 PM UTC",834,238
https://twitter.com/BBC/status/1781684250057519207#m,A little something for #PipRavi nation – our fave detective ship 👀 #Sarge #AGoodGirlsGuidetoMurder #iPlayer #AGGGTM #AGGGTMSeries,"Apr 20, 2024 · 2:00 PM UTC",1719,546
https://twitter.com/bbcpress/status/1778861162337112098#m,📸 It takes tWho! Here's your first look at Ncuti Gatwa with Varada Sethu and Millie Gibson ahead of season two of #DoctorWho  The 15th Doctor will have two companions by his side as Varada steps aboard the TARDIS  See more ➡️ https://bbc.in/4cW8VMI,"Apr 12, 2024 · 7:02 PM UTC",793,125
https://twitter.com/bbcpress/status/1777983291280224754#m,"🚨 Series 2 of Blue Lights is ""bigger, bolder and more dramatic""...   Catch up with the cast and creatives of the gripping drama series!  Coming to @BBCiPlayer & @BBCOne on 15 April at 9pm   Read more ➡️ https://bbc.in/4aoeSAe","Apr 10, 2024 · 8:53 AM UTC",177,34
https://twitter.com/bbcpress/status/1777261642700493222#m,✨ Get ready for big lols and tons of OMG revelations in Alison Hammond's Big Weekend  Each episode will see Alison spend 48 hours with a celebrity where she will really get to know them - no stone or cupboard will go unturned!  Read more ➡️ https://bbc.in/3vIxNGP,"Apr 8, 2024 · 9:06 AM UTC",190,30
https://twitter.com/bbcpress/status/1776208900737434105#m,"🐭🐭 ""In David Attenborough, this is how it works...""  This pair of Mice from Watford love Planet Earth III #ThisIsOurBBC  Watch ➡️ https://bbc.in/3TK5D6h","Apr 5, 2024 · 11:22 AM UTC",69,17
https://twitter.com/bbcpress/status/1776150033399722322#m,🎬 G’Day Kate! Michelle Keegan’s back in action as nurse Kate Thorne on the set of #TenPoundPoms in Australia  Follow Kate & the Roberts family (led by Faye Marsay and Warren Brown) into 1957 when series 2 comes to @BBCiPlayer & BBC One  Watch series 1 ➡️ https://bbc.in/3VRO9YB,"Apr 5, 2024 · 7:29 AM UTC",70,24
https://twitter.com/bbcpress/status/1775995826675888306#m,"💼 #TheApprentice's Final Five have been revealed!  Ahead of the all important Interviews, they tell us how they're feeling, which tasks they wish they could do over - and reveal what they got up to when the cameras weren't rolling...  Find out more ➡️ https://bbc.in/3xmnQPP","Apr 4, 2024 · 9:16 PM UTC",37,11
https://twitter.com/bbcpress/status/1775090624452022567#m,"💄 Are you ready for a Glow Up?... Get ready to be dazzled as Glow Up returns for a glittering series 6!    Meet the make-up artists & catch up with Leomie Anderson, Val Garland and Dominic Skinner  Coming to @BBCiPlayer & @bbcthree 10 April  Read more ➡️ https://bbc.in/3J31GEY","Apr 2, 2024 · 9:19 AM UTC",37,12
https://twitter.com/bbcpress/status/1774937078662348875#m,🌏 Ready to #RaceAcrossTheWorld?  Meet the five teams taking on the challenge and find out what their strategies are - and which home comforts they'll miss the most!   Get all the info ➡️ https://bbc.in/3J4u5dP,"Apr 1, 2024 · 11:09 PM UTC",171,29
https://twitter.com/bbcpress/status/1774485602815078575#m,Ready to rock through time? 🌀🔥  A new #DoctorWho trailer teases what's to come when the TARDIS lands in May  Get all the info ➡️ https://bbc.in/3TxhgNK,"Mar 31, 2024 · 5:15 PM UTC",163,27
https://twitter.com/bbcdoctorwho/status/1774481785235054806#m,Ready to rock through time? 🌀🔥   #DoctorWho premieres on @BBCiPlayer in the UK 11th May and @DisneyPlus 10th May where available,"Mar 31, 2024 · 5:00 PM UTC",10542,2885
https://twitter.com/bbcpress/status/1774475386144837988#m,📢 Golda Rosheuvel is jumping aboard the TARDIS for Ncuti Gatwa and Millie Gibson’s first season of #DoctorWho  And there are more new guest stars and a full set of episode titles too!  Get all the info ➡️ https://bbc.in/3TXGB4R,"Mar 31, 2024 · 4:34 PM UTC",507,91
https://twitter.com/bbcdoctorwho/status/1774474235752157656#m,EMPIRE OF DEATH  Writer: Russell T Davies  Director: Jamie Donoughue   #DoctorWho,"Mar 31, 2024 · 4:30 PM UTC",5301,695
https://twitter.com/bbcdoctorwho/status/1774466686130716964#m,THE LEGEND OF RUBY SUNDAY  Writer: Russell T Davies  Director: Jamie Donoughue  #DoctorWho,"Mar 31, 2024 · 4:00 PM UTC",5124,700
https://twitter.com/bbcdoctorwho/status/1774459136710729780#m,ROGUE   Writer: Kate Herron and Briony Redman  Director: Ben Chessell  #DoctorWho,"Mar 31, 2024 · 3:30 PM UTC",4654,672
https://twitter.com/bbcdoctorwho/status/1774451587085144512#m,DOT AND BUBBLE  Writer: Russell T Davies  Director: Dylan Holmes Williams  #DoctorWho,"Mar 31, 2024 · 3:00 PM UTC",4518,653
https://twitter.com/bbcdoctorwho/status/1774444037413482910#m,73 YARDS  Writer: Russell T Davies  Director: Dylan Holmes Williams #DoctorWho,"Mar 31, 2024 · 2:30 PM UTC",5163,725
https://twitter.com/bbcdoctorwho/status/1774436488085643718#m,BOOM Writer: Steven Moffat Director: Julie Anne Robinson #DoctorWho,"Mar 31, 2024 · 2:00 PM UTC",7152,978
https://twitter.com/bbcdoctorwho/status/1774428938942521412#m,THE DEVIL'S CHORD Writer: Russell T Davies  Director: Ben Chessell  #DoctorWho,"Mar 31, 2024 · 1:30 PM UTC",6010,892
https://twitter.com/bbcdoctorwho/status/1774420130149122259#m,Ready for the episode titles of Season 1? ❤️❤️ #DoctorWho,"Mar 31, 2024 · 12:55 PM UTC",4415,298
https://twitter.com/bbcpress/status/1774149595817185356#m,"🏆 ""An absolute childhood dream come true...""  Meet the winners of #Gladiators 2024!  They showed the will, the skill and the heart to be winners. Find out what it's like to become a Gladiators Champion...  Winners ➡️ https://bbc.in/49kMGga","Mar 30, 2024 · 7:00 PM UTC",51,15
https://twitter.com/bbcpress/status/1773836523630129162#m,"💄 We have a winner, baby!  RuPaul's #DragRaceUK vs The World has crowned a new  champion  Find out who ➡️ https://bbc.in/3TWuIMA","Mar 29, 2024 · 10:15 PM UTC",21,4
https://twitter.com/bbcpress/status/1773674891222397099#m,"🐯 What are you looking at?   There's so much to see across @BBCiPlayer and TV this Easter, from #Pilgrimage to the #Gladiators Final, the premiere of Steven Knight's new drama #ThisTown, #Mammals with Sir David Attenborough and more  Get all the info ➡️ https://bbc.in/Easter2024","Mar 29, 2024 · 11:33 AM UTC",52,16
https://twitter.com/bbcpress/status/1773668733170463133#m,"🐦 We see you, closet watchers!  Meet a pair of County Antrim pigeons who are obsessed with #TheTraitors - and @ClaudiaWinkle! #ThisIsOurBBC  More ➡️ https://bbc.in/3TXoCdZ","Mar 29, 2024 · 11:09 AM UTC",70,12
https://twitter.com/bbcpress/status/1773389118237487532#m,🚨 Blue Lights is back for series 2 from Monday 15 April - and there's a new trailer!  Watch now ➡️ https://bbc.in/3VDsbIy,"Mar 28, 2024 · 4:38 PM UTC",517,77
https://twitter.com/bbcpress/status/1773345866180444287#m,📢 Get ready to feel the power again!   #Gladiators is OFFICIALLY returning to the BBC  Get all the info ➡️ https://bbc.in/3VJ3R7Y,"Mar 28, 2024 · 1:46 PM UTC",200,37
https://twitter.com/bbcpress/status/1773066963259887823#m,📢 It’s OFFICIAL! Race Across The World returns on 10 April and the route has been revealed!  Read more ➡️ https://www.bbc.co.uk/mediacentre/2024/race-across-the-world-eastern-asia,"Mar 27, 2024 · 7:18 PM UTC",161,36
https://twitter.com/bbcpress/status/1772910410196242715#m,🏆 It was a big night for the BBC at the RTS Programme Awards with wins for programmes and talent across an outstanding range of impactful BBC content in 21 of the 30 competitive categories  Congratulations to all the winners and nominees!  More ➡️ https://bbc.in/3x4r9ej,"Mar 27, 2024 · 8:55 AM UTC",64,25
https://twitter.com/bbcpress/status/1772179939787247833#m,"🐅 ""The resilience of mammals and their ability to adapt to almost any situation is inspiring""  David Attenborough's new series Mammals is coming to @BBCiPlayer & @BBCOne on 31 March at 7pm  Meet the team behind the series and watch the trailer!  More ➡️ https://bbc.in/4coktbc","Mar 25, 2024 · 8:33 AM UTC",98,41
https://twitter.com/BBC/status/1771575131229634599#m,"You’re invited to the calamity party 🤫  A Good Girl’s Guide to Murder, coming to @BBCiPlayer in July 2024  #AGoodGirlsGuidetoMurder #iPlayer #AGGGTM #AGGGTMSeries #HollyJackson #BookAdaptation #EmmaMyers","Mar 23, 2024 · 4:30 PM UTC",1375,495
https://twitter.com/bbcpress/status/1771088567864844769#m,"📚 Jack Black kickstarts CBeebies Bedtime Stories’ Easter weekend line-up!  Get ready for a bedtime bonanza this bank holiday with new stories from Jack Black, Joanne Froggatt, Justin Fletcher and Tom Hardy ✨ Starting Friday 29 April  Read more ➡️ bbc.co.uk/mediacentre/2024/j…","Mar 22, 2024 · 8:16 AM UTC",61,17
https://twitter.com/bbcpress/status/1770765724786536736#m,"📺 Suits, St. Denis Medical and The Best Man: The Final Chapters are coming to @BBCiPlayer!  The BBC has acquired the hit legal drama; the new workplace comedy; and the series continuation of the Best Man films for iPlayer and tv channels  Details ➡️ bbc.co.uk/mediacentre/2024/b…","Mar 21, 2024 · 10:53 AM UTC",55,27
https://twitter.com/bbcpress/status/1770156572238373265#m,"📢 Look Who's back!  Former Showrunner Steven Moffat makes an explosive return to the new series of #DoctorWho, writing an episode due to air in Ncuti Gatwa’s first season as the Fifteenth Doctor, with Julie-Anne Robinson directing  Get all the info ➡️ https://bbc.in/3TFTAZ2","Mar 19, 2024 · 6:33 PM UTC",665,95
https://twitter.com/bbcpress/status/1770007789298999586#m,"“Any kind of high ceremony is very much my bag.”  Celebrating the 10th anniversary of same-sex marriage in England and Wales, Big Gay Wedding with Tom Allen is coming to @BBCOne and @BBCiPlayer on Wednesday 27 March! ✨  Read more ➡️ bbc.co.uk/mediacentre/mediap…","Mar 19, 2024 · 8:41 AM UTC",106,18
https://twitter.com/bbcpress/status/1770018872847921421#m,"💼 @missdianemorgan's Mandy is back on @BBCiPlayer & @BBCTwo on 27 March!  Expect laughs, puppets, a party hat, Mandy's nan and ""It’s very dramatic, and it’s got a musical finale, and who doesn’t like that"" 👀  Read more ➡️ https://bbc.in/3TIkFee","Mar 19, 2024 · 9:25 AM UTC",253,40
https://twitter.com/BBCSport/status/1769302225577185739#m,Gregor Townsend was absolutely baffled by this plant 😭  #BBCRugby | #SixNations | @BBCSportScot,"Mar 17, 2024 · 9:58 AM UTC",152,17
https://twitter.com/BBCSport/status/1769307690566599080#m,George Turner is the spidercam's arch nemesis 😭  #BBCRugby | #SixNations | @BBCSportScot,"Mar 17, 2024 · 10:20 AM UTC",181,21
https://twitter.com/bbcpress/status/1768562242901934114#m,"✨ Expect a star-studded show this Red Nose Day!  Olivia Colman, Liam Neeson, Julia Roberts, Kate Winslet and more will appear in new sketches for Comic Relief's Night of TV from 7pm on @BBCOne, @BBCTwo and @BBCiPlayer  Details ➡️ bbc.co.uk/mediacentre/2024/o…","Mar 15, 2024 · 8:57 AM UTC",120,31
https://twitter.com/bbcpress/status/1768638333868003625#m,❤️❤️➕🟦 It's WHOFFICIAL!   #DoctorWho returns with a @BBCiPlayer midnight double bill and @BBCOne Who-rovision night on Saturday 11 May as the Doctor launches into the #Whoniverse on iPlayer and Disney+  Get all the info ➡️ https://bbc.in/3v2RbhH,"Mar 15, 2024 · 2:00 PM UTC",791,154
https://twitter.com/BBC/status/1768187585501733309#m,The first #Glastonbury 2024 poster has been released!  Many more acts are still to be announced.  Watch and listen to our coverage of Glastonbury Festival in June 2024 on @bbciplayer and @bbcsounds.,"Mar 14, 2024 · 8:09 AM UTC",905,174
https://twitter.com/bbcpress/status/1767272374422925548#m,"📢 The Traitors... The Movie!  Suranne Jones becomes Claudia Winkleman in a new sketch for Red Nose Day, featuring Jonathan Bailey, Catherine Tate, Sally Phillips and many more 🔥  📺 7pm, Fri 15 March on @BBCOne and @BBCiPlayer  Details ➡️ bbc.co.uk/mediacentre/2024/s…","Mar 11, 2024 · 7:32 PM UTC",1285,157
https://twitter.com/bbcpress/status/1766062839553196227#m,"❤️ Things we love to BBC...  A family of @BBCCasualty, @BBCNews and @BBCSport mad hamsters from Port Talbot in Wales  Meet them ➡️ https://bbc.in/3PbR7CY","Mar 8, 2024 · 11:26 AM UTC",86,24
https://twitter.com/bbcpress/status/1766128194116112785#m,🔴 We're not being funny or anything but there's serious incoming from Comic Relief...  The W1A cast are reuniting to find Sir Lenny Henry’s Red Nose Day replacement host. So that's all good then.  Find out more ➡️ https://bbc.in/49ZdDXA,"Mar 8, 2024 · 3:45 PM UTC",308,51
https://twitter.com/bbcpress/status/1765890423606628611#m,"❤️ Things we love to BBC…  Real-life audience members share what they love about the BBC in new shorts, with their voices and unscripted conversations matched to charming stop-motion clay characters, created by Aardman  Watch ➡️ https://bbc.in/3Ts0KjB","Mar 8, 2024 · 12:01 AM UTC",238,50
https://twitter.com/bbcpress/status/1764586430062338245#m,"📢 Derek Thompson to guest star in second series of #BlueLights!  Making a return to his hometown of Belfast, Thompson will play retired police officer Robin Graham in the second series, airing on @BBCOne and @BBCiPlayer this spring  Read more ➡️ bbc.co.uk/mediacentre/2024/d…","Mar 4, 2024 · 9:39 AM UTC",125,31
https://twitter.com/bbceurovision/status/1763474260641632429#m,The official music video for Olly Alexander’s Eurovision song ‘Dizzy’ has dropped. Check it out here 👉🏼 https://inv.tux.pizza/mvs92WfR8lM,"Mar 1, 2024 · 8:00 AM UTC",757,142
https://twitter.com/bbcpress/status/1763501667373211712#m,📢 Good morning Europe... United Kingdom calling!  Olly Alexander's #Eurovision 2024 entry Dizzy has officially been released  More ➡️ https://bbc.in/3wutC1m,"Mar 1, 2024 · 9:48 AM UTC",124,26
https://twitter.com/bbcpress/status/1763502298498552077#m,"📢 Chris Packham will present a second series of Inside Our Minds, exploring what it's really like to live inside dyslexic and ADHD minds  Read more ➡️ https://bbc.in/3wBQ3BR","Mar 1, 2024 · 9:51 AM UTC",389,67
https://twitter.com/bbcpress/status/1763151829548814545#m,"""Dave made cooking a truly joyful adventure and he shared that joy with millions. The public loved him and his unique partnership with Si. Together they made every viewer feel like a friend.""  Chief Content Officer Charlotte Moore pays tribute to Dave Myers - bbc.co.uk/mediacentre/statem…","Feb 29, 2024 · 10:38 AM UTC",2377,224
https://twitter.com/bbcpress/status/1763128835770310931#m,📸 Here's your first look at The Responder series 2!  Tony Schumacher’s series returns to @BBCiPlayer and @BBCOne later this year with some familiar faces... and some new ones  Learn more ➡️ https://bbc.in/48xa5L3,"Feb 29, 2024 · 9:07 AM UTC",218,63
https://twitter.com/bbcpress/status/1762930896510783518#m,"📢 Hey, Mo! Let's go...  Laila Morse is set to reprise her iconic #EastEnders role this spring as Mo Harris returns to Albert Square alongside Freddie Slater   Get all the info ➡️ https://bbc.in/48tVnoh","Feb 28, 2024 · 8:00 PM UTC",237,40
